age,gender,course,study_hours,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
21,male,b.tech,6.21,yes,5,poor,self-study,high,hard,62.5
22,male,b.sc,1.47,no,5.5,good,coaching,low,easy,61.1
21,other,b.com,7.26,yes,9.1,average,mixed,high,moderate,89.2
17,male,b.sc,3.2,yes,7.2,good,coaching,low,easy,67.4
18,male,bba,0.44,yes,6.4,good,online videos,medium,moderate,30.5
18,female,b.sc,0.8,yes,8.7,poor,self-study,low,hard,35.3
24,female,bca,4.26,yes,7.8,average,group study,low,moderate,63.8
17,female,b.com,7.29,yes,5.6,good,self-study,low,hard,75.2
21,other,b.tech,4.12,no,7.7,good,mixed,medium,hard,70.1
19,male,b.tech,3.6,yes,6.2,average,mixed,low,easy,46.4
17,female,bba,6.18,no,8.7,poor,group study,high,moderate,63
24,male,bca,1.81,no,7.4,poor,mixed,high,easy,44.1
17,female,b.tech,5.41,yes,4.1,average,group study,low,hard,57.3
23,male,b.com,1.75,yes,5.7,good,online videos,low,moderate,44
23,other,bca,6.76,yes,8.3,good,online videos,medium,moderate,98.8
23,other,diploma,07.05,yes,6,good,online videos,high,easy,62.1
18,other,bca,1.56,yes,5.3,good,coaching,medium,easy,53.8
24,male,bba,1.15,yes,8.8,poor,online videos,low,moderate,36.3
21,male,bca,5.79,yes,9.9,average,mixed,low,hard,89.2
20,other,b.com,5.22,yes,4.3,average,coaching,high,easy,83.7
22,female,b.tech,4.97,yes,4.7,poor,online videos,high,moderate,54.3
19,male,ba,04.08,yes,5,good,group study,high,easy,67.2
19,female,ba,01.03,yes,4.7,average,group study,high,moderate,45.7
19,other,bca,5.76,no,4.8,good,mixed,high,moderate,86.1
21,other,b.sc,1.3,no,4.1,poor,self-study,medium,moderate,30.4
21,male,diploma,4.34,yes,5.5,poor,mixed,low,moderate,54
18,male,ba,2.77,yes,5.8,average,online videos,low,easy,38.1
18,other,ba,2.65,no,6.8,average,mixed,low,moderate,50.1
24,female,diploma,6.66,yes,5.5,poor,mixed,high,hard,77.4
21,other,ba,3.65,no,5.8,average,self-study,low,easy,50.9
23,other,b.tech,3.95,yes,4.3,average,coaching,low,easy,47.7
19,female,b.sc,7.17,yes,9.5,average,self-study,high,moderate,85.9
19,female,bba,4.47,yes,4.7,average,online videos,high,hard,80.4
19,female,b.sc,6.41,yes,5.3,poor,mixed,high,moderate,65.2
21,female,b.sc,6.9,yes,5.6,good,self-study,medium,moderate,91.7
23,male,b.com,5.56,yes,9.1,poor,self-study,medium,easy,77.2
21,other,ba,1.15,yes,6.8,good,coaching,medium,moderate,56.2
19,female,b.tech,0.95,yes,6,poor,group study,medium,easy,28.6
24,male,ba,3.47,yes,5.9,poor,mixed,medium,moderate,74.5
21,female,bca,0.51,yes,7.1,poor,group study,high,moderate,36.6
20,female,ba,2.41,yes,4.6,good,online videos,medium,easy,79.3
17,other,bba,1.67,yes,9.5,good,self-study,low,moderate,39.6
21,other,bba,0.31,yes,6.4,good,group study,high,moderate,44.8
21,female,ba,3.19,yes,6.1,average,coaching,low,hard,82.6
24,other,diploma,1.99,yes,7.9,good,self-study,medium,hard,45.4
18,male,bba,0.82,no,5.4,poor,online videos,low,moderate,19.599
18,other,bca,5.84,yes,7.6,poor,online videos,medium,easy,76.7
24,female,bba,7.3,yes,8.7,poor,group study,high,easy,87
21,female,diploma,4.97,no,8.4,average,self-study,high,easy,72.6
17,female,ba,7.43,no,6.9,average,coaching,low,moderate,81.9
17,male,b.sc,1.33,no,6.2,average,self-study,low,hard,30.5
20,other,b.sc,6.14,yes,7.5,poor,self-study,low,hard,63.3
21,female,diploma,3.27,yes,8.5,poor,coaching,medium,hard,56.1
18,other,bca,3.92,yes,5.7,good,mixed,low,moderate,84.7
19,male,b.com,5.31,yes,4.8,good,self-study,low,easy,40.2
22,male,ba,6.27,yes,7.9,good,online videos,medium,hard,94
24,other,b.tech,0.48,yes,5,good,self-study,low,hard,35.7
20,other,diploma,3.11,yes,6.2,average,group study,medium,moderate,54.1
20,male,ba,6.12,yes,5.2,poor,self-study,low,moderate,82.5
19,male,b.com,4.28,yes,6.7,good,self-study,high,easy,64
18,female,b.sc,2.73,yes,7.7,average,self-study,high,hard,45.3
17,male,b.tech,0.32,yes,6.6,average,group study,high,moderate,41
23,female,bca,0.08,yes,4.8,good,coaching,high,moderate,35.2
17,male,b.sc,3.4,yes,4.3,average,group study,high,moderate,49.9
23,male,b.tech,3.87,yes,5.6,good,online videos,low,moderate,41.3
18,male,diploma,1.83,yes,5.2,average,coaching,low,easy,23.7
22,male,ba,6.4,yes,8.5,poor,self-study,low,moderate,66.7
24,male,b.tech,5.79,yes,5.7,poor,mixed,medium,moderate,73.6
22,female,b.com,1.51,yes,6.2,average,group study,low,moderate,50.4
22,male,ba,1.5,yes,6.4,average,self-study,low,easy,46.6
19,male,b.sc,6.92,yes,8.2,good,online videos,high,moderate,78.5
21,male,diploma,7.35,no,6.9,poor,mixed,low,moderate,64.6
22,other,diploma,7.88,yes,5.2,average,coaching,medium,moderate,83.3
20,male,diploma,5.49,yes,5.1,average,online videos,medium,easy,70.7
17,other,ba,7.43,yes,5.9,average,self-study,medium,moderate,77.7
24,male,diploma,1.19,yes,6.6,average,self-study,medium,easy,42.8
18,male,b.com,1.25,yes,6.2,average,group study,high,hard,46.8
24,female,ba,0.33,yes,7.5,good,self-study,low,easy,44.3
24,other,bca,4.31,yes,8.3,average,mixed,medium,easy,83.5
17,male,ba,1.77,yes,8.5,poor,self-study,medium,moderate,35.6
22,male,bca,4.55,yes,6.4,good,self-study,medium,moderate,62.6
22,other,b.tech,0.08,yes,6.8,average,coaching,medium,hard,46.8
18,male,ba,4.23,yes,9.7,good,coaching,low,moderate,85
23,male,bca,7.11,yes,7.7,good,coaching,medium,easy,100
17,male,b.sc,5.81,yes,7.6,average,self-study,medium,hard,42.9
18,other,b.com,2.94,yes,7.5,poor,online videos,medium,moderate,75.8
24,other,diploma,0.55,yes,4.3,average,coaching,low,hard,48.7
22,other,bba,1.96,yes,4.6,average,mixed,low,hard,59
17,female,b.com,04.03,yes,5.7,poor,group study,low,hard,66.7
18,male,b.com,02.06,yes,9,poor,online videos,high,hard,47.6
19,male,b.sc,6.21,yes,6.8,poor,group study,high,moderate,60.6
17,other,bca,7.48,yes,8,good,mixed,low,easy,79.3
18,other,b.tech,1.41,yes,5,average,coaching,low,moderate,55.6
21,male,b.sc,0.08,yes,6.9,average,online videos,low,easy,19.599
17,other,b.tech,0.67,yes,8.9,average,group study,medium,hard,39.3
19,other,bca,6.42,no,9.8,good,coaching,low,moderate,97.7
19,other,diploma,0.43,yes,4.2,poor,mixed,high,hard,38.3
24,other,b.tech,5.97,no,6,average,mixed,high,easy,89.7
24,female,diploma,3.24,yes,5.9,poor,online videos,medium,moderate,51.1
23,male,diploma,3.41,yes,6.6,good,group study,medium,moderate,25.5
19,other,ba,5.85,yes,8.6,average,group study,low,easy,84.7
21,male,b.tech,2.56,yes,4.3,good,group study,low,easy,55.5
21,female,bba,6.48,yes,9.6,good,coaching,low,moderate,85
23,other,ba,0.75,yes,9.1,average,group study,high,easy,67.4
22,male,bca,5.75,yes,4.4,poor,coaching,medium,moderate,60.6
24,other,b.com,7.23,yes,6,average,online videos,medium,hard,72.5
21,other,ba,1.31,no,7,good,self-study,low,moderate,24.3
24,female,diploma,4.44,no,7.4,average,group study,low,moderate,71.3
22,male,bba,5.13,yes,7.8,average,self-study,low,moderate,51.9
22,male,bba,01.06,yes,7,poor,online videos,low,moderate,48.1
22,other,diploma,4.35,yes,8.8,average,online videos,high,moderate,78.5
19,male,ba,02.02,yes,9.7,average,self-study,high,easy,85.8
21,other,b.sc,06.03,yes,6.4,good,group study,medium,moderate,69.5
19,male,diploma,4.54,yes,7.4,good,mixed,high,easy,70
22,female,b.tech,3.28,no,9.2,poor,coaching,low,easy,57.2
19,female,ba,5.94,yes,8.7,poor,group study,high,moderate,58.4
23,male,bca,5.85,no,5.6,average,group study,low,moderate,60.2
21,other,bca,1.68,yes,4.2,poor,online videos,medium,easy,20.4
22,other,bba,0.2,yes,7.8,good,group study,high,easy,64.2
18,male,b.com,1.99,yes,6.5,good,mixed,low,easy,39.4
23,other,b.sc,07.06,yes,4.1,good,self-study,medium,easy,79.7
23,other,b.tech,3.17,no,4.1,poor,coaching,low,easy,32.4
18,other,b.com,1.61,yes,9.4,average,online videos,low,easy,45.2
19,female,diploma,2.95,yes,4.5,poor,self-study,low,easy,36.4
22,female,bba,03.07,no,8.9,average,mixed,low,moderate,54
23,female,b.com,3.63,yes,8.4,average,group study,high,moderate,61.9
22,male,ba,3.6,no,7.4,average,group study,high,moderate,55.6
20,male,b.com,2.38,no,8.8,average,group study,high,moderate,62.7
19,male,diploma,2.4,yes,7.7,poor,self-study,high,hard,53.5
24,male,ba,6.4,no,7.2,poor,coaching,low,moderate,78.1
23,other,bca,5.3,yes,4.4,good,mixed,medium,moderate,70.5
24,female,b.tech,5.44,yes,4.9,good,online videos,high,moderate,73.5
19,female,ba,1.52,yes,8.2,good,online videos,low,moderate,36.1
20,other,bba,7.91,yes,8.1,average,group study,low,easy,93.2
18,other,bba,0.7,yes,8.1,average,group study,high,hard,38.2
24,other,b.tech,5.46,yes,8.1,average,online videos,medium,hard,100
23,male,bba,5.95,yes,7.4,poor,online videos,low,hard,80.1
18,male,bca,2.14,no,8.2,good,mixed,high,hard,48
18,male,b.tech,0.62,yes,6.8,average,self-study,medium,hard,45.2
21,male,b.com,5.9,yes,6.5,good,mixed,medium,hard,75.7
20,female,b.com,4.52,no,4.2,good,group study,high,moderate,67.9
20,other,b.sc,7.73,no,8.6,average,mixed,high,moderate,86.7
19,female,ba,5.82,yes,6.2,poor,mixed,low,easy,44.1
22,other,diploma,7.44,yes,9.4,average,coaching,high,easy,100
24,female,diploma,05.07,no,6,average,group study,medium,moderate,73.9
24,other,bba,3.98,no,7,poor,self-study,high,moderate,64.8
20,male,diploma,7.56,yes,8.9,poor,self-study,low,moderate,69.2
23,male,bca,6.55,yes,9.6,average,self-study,low,hard,91
22,other,b.tech,0.28,no,9,poor,self-study,low,hard,35.1
18,female,b.com,4.66,yes,8.8,good,self-study,medium,easy,74
23,female,bca,1.2,no,5.4,good,group study,medium,moderate,35.5
19,other,ba,7.58,yes,4.4,poor,group study,medium,moderate,77.4
22,other,bba,5.41,yes,6,poor,online videos,low,easy,59.2
22,male,b.com,3.61,yes,5.2,good,self-study,medium,moderate,52.3
24,female,b.tech,7.68,yes,9,average,mixed,high,moderate,100
24,female,ba,2.69,yes,9.8,good,mixed,high,moderate,83.9
23,female,b.com,3.55,yes,4.4,average,online videos,low,moderate,63.3
21,other,bca,3.19,no,8.3,good,online videos,high,moderate,51.1
20,other,diploma,01.05,yes,8.3,good,mixed,high,easy,44.8
20,male,b.tech,1.2,yes,4.4,average,self-study,low,hard,25.8
24,female,b.com,4.73,yes,8.5,average,coaching,high,hard,82.3
18,female,b.com,0.56,yes,9.9,average,coaching,high,hard,49.4
21,female,bba,7.45,no,5.5,poor,self-study,low,moderate,72.3
22,male,b.com,2.62,no,6.6,poor,coaching,high,moderate,72.5
17,female,ba,2.57,no,5.8,poor,coaching,low,easy,52
22,other,diploma,1.12,yes,8.4,good,self-study,high,easy,63.5
19,male,bba,2.81,yes,8.1,good,self-study,low,hard,50.3
19,female,b.tech,5.53,yes,6.9,poor,coaching,medium,easy,68.1
21,other,ba,7.66,yes,6.3,good,online videos,high,moderate,90
17,female,diploma,1.54,yes,8.9,poor,online videos,medium,easy,37.9
18,female,ba,1.42,yes,4.6,average,coaching,medium,moderate,55
20,male,diploma,1.11,no,9.4,average,coaching,medium,hard,52
21,male,diploma,4.59,yes,6.5,poor,coaching,low,moderate,74
17,female,b.sc,0.94,yes,7.4,poor,coaching,low,moderate,25.5
19,other,b.com,0.7,yes,7.6,poor,online videos,high,moderate,49.4
19,male,b.sc,5.95,yes,8.8,average,group study,low,moderate,80.4
21,male,b.sc,6.35,yes,4.8,good,online videos,low,moderate,78.7
19,other,b.com,2.52,yes,5.2,average,online videos,low,moderate,37.7
17,other,b.com,4.65,yes,7.1,average,self-study,low,easy,46.3
21,male,b.com,5.94,yes,8,good,online videos,low,easy,72.2
23,female,bca,0.39,yes,5,good,mixed,low,easy,19.599
21,female,b.sc,05.08,yes,5.6,good,coaching,medium,easy,78.7
19,male,ba,2.29,yes,6,average,group study,high,easy,50.2
20,male,diploma,3.27,yes,8.8,average,coaching,high,moderate,49.6
18,male,bca,2.85,yes,6.3,average,group study,medium,hard,40.3
18,female,b.sc,5.75,yes,9.6,poor,coaching,medium,hard,95.8
20,male,b.sc,3.75,yes,6,poor,online videos,high,moderate,46.8
21,female,diploma,06.08,yes,4.8,average,group study,medium,moderate,84.9
20,male,bba,2.52,yes,4.6,good,coaching,low,easy,76.7
24,male,diploma,4.33,yes,8.2,good,mixed,medium,moderate,80.3
22,male,diploma,7.26,no,8.1,average,online videos,low,easy,87.7
17,female,ba,3.5,yes,8.3,good,online videos,medium,moderate,65.2
21,male,ba,4.61,yes,6.3,poor,online videos,low,hard,46.2
21,male,b.com,5.36,yes,6.2,poor,group study,high,moderate,67.7
17,male,bba,7.3,yes,4.1,average,online videos,low,easy,71.5
20,other,bba,05.09,yes,6.2,poor,mixed,low,easy,67.5
23,female,bba,4.9,no,4.4,good,online videos,low,easy,57.1
19,other,diploma,6.67,yes,7.5,poor,group study,medium,moderate,82.4
20,male,bca,7.91,yes,4.5,average,self-study,high,moderate,100
18,female,b.tech,7.19,yes,9.3,average,coaching,high,moderate,100
17,male,b.com,1,yes,7.1,good,mixed,high,moderate,30.1
19,male,ba,5.41,yes,8.9,poor,group study,medium,moderate,79.7
23,male,bba,2.63,yes,7.5,average,self-study,high,easy,60
24,male,diploma,3.32,yes,7.7,poor,online videos,medium,moderate,49
22,male,b.com,5.16,yes,8.6,poor,coaching,high,moderate,73.6
23,male,bca,1.16,yes,4.6,poor,self-study,high,easy,45.2
22,male,b.com,5.54,yes,4.8,average,online videos,medium,moderate,87.3
22,other,b.sc,2.35,yes,9.5,poor,mixed,low,hard,54.9
20,male,ba,6.55,yes,4.9,poor,self-study,low,hard,73.6
17,female,b.sc,2.97,yes,9.6,poor,mixed,medium,hard,63.9
20,female,b.com,0.4,yes,4.7,poor,coaching,medium,easy,44.2
23,female,b.sc,4.79,yes,7.8,poor,mixed,low,moderate,85.2
21,other,b.tech,6,yes,8.9,poor,self-study,medium,moderate,87.9
23,female,bba,4.93,yes,8.4,good,coaching,high,easy,100
17,male,bca,6.23,yes,8.7,poor,self-study,high,moderate,55.7
18,male,b.tech,6.43,yes,6.2,good,coaching,low,hard,91.3
19,male,bba,0.34,yes,9.5,poor,coaching,low,moderate,43
19,other,ba,0.08,yes,7.2,good,group study,low,moderate,34.5
24,female,b.tech,1.79,yes,5.2,good,mixed,medium,moderate,45.7
20,male,bba,1.8,yes,9.4,poor,self-study,medium,moderate,36.7
22,female,b.sc,4.5,no,9,average,online videos,high,hard,67.1
22,female,bca,1.83,yes,7.7,poor,coaching,high,easy,69.1
20,male,bba,2.92,yes,6.5,good,self-study,low,moderate,48.2
24,other,b.tech,3.63,yes,9,poor,coaching,low,easy,68.4
18,other,ba,4.81,yes,8.7,poor,online videos,low,moderate,76.4
17,female,b.tech,7.91,yes,7.1,average,group study,low,moderate,77.6
22,other,bca,5.51,yes,5.5,poor,self-study,medium,easy,60.7
22,male,b.com,2.13,yes,8.3,good,mixed,low,moderate,68
19,other,ba,2.81,yes,9,poor,self-study,low,hard,26.9
23,female,bba,0.35,yes,5.1,good,self-study,high,hard,64
18,other,bca,3.36,yes,4.8,poor,online videos,medium,easy,36.7
19,other,ba,4.71,yes,8.6,poor,mixed,medium,hard,77.9
18,female,b.tech,7.6,yes,9.2,poor,mixed,medium,moderate,94.5
18,male,b.sc,2.14,yes,5.8,poor,online videos,high,moderate,56.4
22,other,bba,1.95,yes,7.6,poor,coaching,high,easy,60.8
22,female,b.tech,0.14,yes,4.7,poor,group study,high,moderate,42.9
22,female,b.com,4.6,yes,8.7,average,group study,low,moderate,66.9
23,other,b.com,7.91,yes,8.9,good,mixed,high,moderate,100
17,other,b.com,2.97,yes,5,good,self-study,high,easy,49.3
21,male,diploma,3.98,yes,8.5,good,online videos,high,moderate,76.9
17,female,diploma,0.47,no,6.3,average,group study,low,hard,32.3
24,other,diploma,4.57,yes,7.1,good,group study,low,easy,64.9
22,male,diploma,1.68,yes,9.5,average,group study,high,easy,47.9
23,female,diploma,0.12,yes,9.2,poor,mixed,high,easy,39.6
21,male,b.sc,5.47,yes,6.6,poor,mixed,low,hard,48.5
20,male,b.com,1.18,yes,9,average,coaching,medium,moderate,49.7
22,female,b.tech,0.81,yes,5.6,good,coaching,high,hard,43.1
23,other,bca,1.83,yes,4.9,good,group study,medium,hard,46.6
18,female,diploma,1.1,yes,6.3,good,group study,high,hard,33.7
23,male,b.tech,4.98,no,7,average,self-study,high,moderate,81.5
22,other,b.sc,2.14,yes,7.3,average,online videos,high,hard,64.1
17,male,b.sc,5.37,yes,5.1,poor,coaching,high,easy,80.4
24,male,diploma,4.37,yes,6.8,good,online videos,high,hard,66.6
18,female,bca,2.83,yes,5.1,average,coaching,medium,moderate,72.3
21,other,b.sc,1.55,yes,6.2,average,self-study,high,easy,60.2
18,male,b.tech,5.38,yes,7.5,average,group study,high,moderate,60.2
18,male,b.com,4.2,yes,6.2,poor,coaching,high,hard,47.3
22,other,bba,5.77,yes,4.1,good,mixed,low,moderate,57.6
22,female,b.tech,04.05,no,8.1,poor,group study,medium,moderate,69.4
22,other,ba,6.42,yes,7,good,coaching,high,moderate,100
19,female,ba,4.4,yes,4.8,poor,self-study,low,easy,55.3
23,male,diploma,6.51,yes,4.5,good,group study,low,hard,66.2
17,male,b.sc,4.4,yes,6.3,poor,self-study,medium,easy,67.6
23,female,b.sc,7.69,yes,9.6,good,coaching,medium,moderate,100
19,female,ba,6.83,yes,6.2,good,mixed,low,hard,87.9
21,other,b.com,02.03,yes,9.9,poor,coaching,low,moderate,50.7
24,male,diploma,5.83,yes,8.3,good,self-study,medium,moderate,61
19,male,bca,01.06,no,9.8,poor,mixed,medium,moderate,64.8
20,male,b.sc,7.29,yes,9.1,poor,online videos,high,easy,70.5
23,female,b.com,2.76,no,8.9,poor,mixed,high,easy,62.4
23,other,bba,3.82,yes,5.1,good,online videos,medium,moderate,62.4
18,other,diploma,0.16,yes,5.9,average,online videos,low,easy,19.599
21,male,b.sc,6.94,no,8.1,average,coaching,high,easy,84.4
19,female,b.com,7.58,yes,6,good,mixed,low,moderate,88
21,other,bba,3.76,yes,7.5,poor,group study,high,moderate,61.6
20,male,diploma,1.5,yes,4.6,good,coaching,low,moderate,70.6
17,other,b.com,5.55,yes,6.9,average,mixed,low,moderate,49.8
24,male,ba,2.38,yes,8.5,good,self-study,medium,easy,68.4
22,male,bba,7.68,yes,8.6,average,group study,medium,moderate,91.7
20,male,b.com,2.49,yes,6.3,poor,online videos,medium,moderate,45.4
17,other,bca,4.61,yes,8.4,poor,self-study,low,moderate,55.2
17,other,ba,0.4,yes,7.4,poor,coaching,low,moderate,20.1
20,other,diploma,7.91,yes,6.1,poor,online videos,high,hard,74.6
22,other,bba,4.61,yes,4.4,average,mixed,low,easy,68.8
19,other,diploma,7.8,no,4.3,average,online videos,medium,moderate,59.7
22,female,diploma,2.41,yes,4.9,poor,group study,high,easy,23.6
20,other,b.sc,4.22,yes,8.8,poor,self-study,medium,easy,59.6
17,male,diploma,0.15,yes,4.7,poor,self-study,low,hard,26.7
21,female,b.tech,6.17,no,6.8,average,online videos,high,moderate,51.1
18,other,b.sc,1.33,yes,4.6,poor,online videos,low,moderate,34
17,other,b.tech,3.4,yes,8.2,poor,self-study,medium,moderate,68.6
18,female,b.tech,5.36,yes,4.5,average,mixed,high,hard,75.7
19,male,bca,0.66,yes,7.7,poor,group study,medium,hard,48.4
21,other,b.tech,6.27,yes,8,poor,mixed,low,easy,64.3
24,male,b.sc,6.45,yes,5.1,poor,mixed,low,easy,48.2
18,other,b.com,4.25,yes,5.3,good,mixed,high,moderate,88
17,other,bca,4.84,yes,9.8,poor,self-study,high,moderate,55.9
18,other,bca,0.75,no,4.7,average,online videos,high,easy,40.5
19,male,diploma,3.59,yes,8.9,average,online videos,low,easy,59.3
18,male,b.tech,6.73,yes,8.2,average,online videos,high,easy,82.2
19,female,b.sc,0.71,yes,5.3,average,group study,medium,hard,28.3
24,female,b.com,7.91,no,9.3,average,group study,high,easy,80.4
20,female,b.sc,3.89,yes,4.4,good,mixed,medium,moderate,76.3
22,male,b.tech,0.1,yes,7.3,poor,coaching,medium,moderate,61
22,female,ba,2.72,no,4.9,good,online videos,high,hard,51.4
18,other,ba,4,yes,7.3,average,mixed,low,moderate,66.5
18,other,ba,7.67,yes,7.4,good,group study,low,easy,84
20,female,b.tech,5.64,yes,4.1,poor,mixed,high,moderate,83.9
20,male,b.com,4.65,yes,8.8,average,online videos,low,moderate,60.2
17,male,ba,7.73,yes,5.1,poor,online videos,low,moderate,77.5
22,male,b.sc,2.36,yes,4.6,poor,online videos,medium,moderate,41.7
19,male,bca,03.04,yes,8.6,average,coaching,medium,hard,58.7
19,other,diploma,6.15,no,5,poor,group study,medium,hard,57.1
21,female,diploma,4.76,yes,9.8,good,coaching,medium,moderate,86.9
24,other,bba,1.75,yes,9.4,poor,self-study,low,moderate,39.9
23,male,bba,06.01,yes,4.5,good,coaching,medium,moderate,69.2
24,other,b.sc,2.14,yes,7.3,poor,online videos,medium,moderate,59.4
20,male,b.com,4.47,yes,7.6,poor,group study,low,moderate,80.1
17,male,b.tech,6.85,no,4.5,average,group study,high,hard,89.1
18,other,ba,2.2,yes,9.6,average,group study,medium,moderate,57.7
19,other,bca,06.09,yes,5.9,average,mixed,high,moderate,77.9
19,female,bba,6.89,yes,4.4,good,self-study,medium,moderate,65.5
18,female,b.tech,2.54,yes,9.8,good,mixed,low,moderate,57.6
18,other,ba,1.57,yes,5.2,average,mixed,low,moderate,28.1
18,other,diploma,6.93,yes,6.2,good,group study,low,moderate,76.6
22,male,b.tech,3.73,yes,7,average,coaching,low,easy,50.9
20,male,ba,2.49,yes,5.6,poor,group study,low,hard,35.5
17,male,b.sc,0.08,yes,9.2,average,mixed,medium,moderate,48.2
21,female,diploma,1.55,yes,7.2,good,group study,low,moderate,61.7
23,male,ba,4.1,yes,7.5,average,coaching,medium,moderate,65
20,female,bca,6.63,no,8.1,good,coaching,low,easy,68.7
19,male,ba,04.02,yes,9.7,poor,online videos,high,moderate,70
19,female,diploma,2.21,yes,8.5,good,online videos,low,moderate,48.8
20,other,b.com,7.43,yes,5.1,average,group study,medium,easy,78.8
19,male,bca,2.95,yes,8.5,average,group study,high,hard,72.9
24,male,ba,1.3,yes,7.4,average,online videos,low,hard,36.8
24,female,bba,7.56,yes,9.4,good,self-study,high,moderate,90.3
19,male,bba,3.17,yes,9.7,good,group study,low,easy,75.6
24,female,b.sc,3.86,yes,9.6,poor,coaching,high,moderate,71.4
23,other,diploma,6.64,yes,7.8,average,coaching,medium,easy,77.4
17,female,bca,2.3,yes,8.4,poor,group study,medium,hard,33
20,male,b.com,4.23,yes,6.4,good,mixed,medium,hard,65.5
22,female,bba,6.93,no,9,good,online videos,medium,hard,80.8
20,other,bba,02.05,yes,4.1,poor,coaching,high,moderate,51.4
20,male,ba,7.15,yes,6.9,average,online videos,high,moderate,69.1
20,other,bba,1.53,yes,9.2,poor,mixed,low,moderate,65.3
22,other,ba,6.84,yes,9.7,average,coaching,medium,easy,100
19,male,bca,3.15,yes,9.1,average,online videos,medium,moderate,69.7
21,female,b.sc,4.39,yes,4.1,average,mixed,low,easy,66.1
18,male,b.tech,4.41,yes,8.1,poor,self-study,medium,moderate,42.3
24,female,b.com,1.64,yes,7.6,good,self-study,low,moderate,49.8
17,other,bca,1.38,yes,4.1,poor,coaching,high,moderate,44.2
17,other,b.tech,5.69,yes,5.8,average,group study,medium,hard,76.7
17,male,diploma,6.6,yes,4.4,poor,online videos,high,easy,79
19,female,b.com,1.1,no,7.2,poor,self-study,low,moderate,34.4
21,male,b.sc,06.01,yes,8,average,online videos,medium,hard,69.4
24,male,ba,2.62,yes,8.3,average,mixed,low,moderate,53.8
20,other,bca,4.76,yes,4.6,average,mixed,medium,hard,68.6
18,female,diploma,4.28,yes,7.1,average,self-study,high,moderate,65.5
19,female,bba,5.95,yes,6.4,average,self-study,low,easy,56
18,other,ba,4.34,yes,7.1,poor,self-study,high,easy,42.8
20,other,bca,0.75,yes,9,good,mixed,high,moderate,62.6
22,male,diploma,2.23,no,9.7,average,self-study,medium,easy,59.4
17,male,bca,3.18,yes,4.3,good,coaching,medium,easy,69.8
23,female,diploma,4.58,yes,5.6,average,group study,low,moderate,64.9
18,other,bca,1.36,yes,9.5,poor,coaching,low,easy,48.9
22,male,b.tech,2.7,no,7.8,average,online videos,medium,easy,69.8
23,female,b.tech,0.51,yes,8.3,average,online videos,high,moderate,60.9
23,other,bba,2.58,yes,6.5,average,self-study,high,hard,73.5
22,other,diploma,4.1,yes,4.7,average,self-study,low,easy,58.7
22,female,b.com,7.49,yes,6.3,average,mixed,high,easy,71.3
18,other,diploma,1.42,yes,4.3,good,self-study,medium,moderate,55.9
18,other,bca,0.22,yes,4.8,good,coaching,medium,moderate,57.9
20,other,b.tech,03.02,yes,7.4,average,group study,low,moderate,57.4
21,other,ba,4.86,no,6.9,good,coaching,high,moderate,93.2
21,other,b.sc,4.86,yes,6.2,average,coaching,low,moderate,74.2
23,male,b.tech,2.76,no,7.7,good,group study,low,hard,67.4
19,male,bba,0.3,yes,7.7,good,self-study,high,moderate,45.7
23,female,b.sc,7.35,yes,8.2,good,self-study,medium,easy,74.9
20,other,ba,04.01,yes,6.2,good,self-study,medium,moderate,55.2
18,other,bba,6.21,yes,8.2,good,group study,low,hard,61.4
22,other,ba,3.18,yes,8.8,good,mixed,high,moderate,77.8
18,male,b.tech,6.65,yes,9.7,poor,self-study,low,easy,79.2
20,other,b.tech,6.28,yes,4.6,poor,mixed,high,moderate,61.9
23,male,b.com,0.76,yes,8.4,good,group study,medium,moderate,58.7
23,male,b.tech,0.41,yes,4.7,good,self-study,low,easy,35.7
19,other,diploma,1.2,yes,6.4,good,mixed,medium,hard,40.8
18,other,b.sc,6.58,yes,6.7,poor,self-study,medium,moderate,70.9
17,female,b.tech,2.16,yes,4.4,poor,online videos,high,moderate,34.6
17,male,b.tech,3.17,yes,6.6,good,group study,high,hard,45.9
23,male,bba,4.63,yes,5.6,average,mixed,medium,moderate,46.6
23,other,bba,5.22,yes,5.9,poor,online videos,medium,easy,38.8
21,male,bba,3.41,yes,7.3,good,coaching,low,moderate,75
21,female,b.com,3.59,no,8.1,good,group study,medium,hard,91.1
19,male,b.com,2.63,yes,9.3,good,self-study,low,moderate,49.2
18,male,bba,0.75,yes,8.4,poor,coaching,low,moderate,43.9
17,other,b.tech,1.19,yes,8.7,average,mixed,high,hard,48.4
22,other,b.com,7.12,yes,8.6,average,online videos,medium,moderate,76.8
17,female,b.tech,7.8,yes,4.6,good,mixed,medium,moderate,75
17,female,b.com,6.6,yes,6.2,good,coaching,low,hard,89.9
23,female,diploma,2.45,yes,7.4,poor,online videos,medium,moderate,19.599
21,female,bca,1.43,yes,6.4,good,group study,medium,moderate,36
20,other,bba,04.07,yes,9,good,online videos,low,moderate,50.8
18,other,bba,0.76,yes,7.1,good,online videos,high,moderate,38.4
18,male,b.com,7.32,yes,4.4,poor,mixed,medium,moderate,78.6
20,male,bba,6.14,yes,5,poor,online videos,low,moderate,74.5
19,other,bca,7.79,yes,8.8,good,mixed,low,easy,82.3
